#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.5681990  -30.4003360         11148   4.0230                            ASTRODEEP     27.275     27.625     27.907 
 3.5610920  -30.3992850         11153   5.7790                            ASTRODEEP     25.751     24.975     23.930 
 3.5950141  -30.4007241         11164   9.8000                                  DJA    -99.000     28.918     29.988 
 3.6159610  -30.3997920         11172   1.3267                        Niriss_Watson    -99.000     25.005     25.091 
 3.6093986  -30.4002564         11192   2.6690                                  ALT    -99.000     25.125     24.957 
 3.5425116  -30.3983023         11193   1.0140                                  ALT     23.502     22.892     23.017 
 3.6103900  -30.3998670         11198   2.3557                        Niriss_Watson    -99.000     25.852     25.768 
 3.5533956  -30.3999697         11202   0.6859                                  ALT     24.738     23.969     24.342 
 3.5428841  -30.4001011         11203   3.9621                                  ALT     26.913     26.676     26.591 
 3.5645970  -30.4002065         11204   4.6097                                  ALT    -99.000     27.130     27.508 
 3.5960160  -30.3989750         11205   0.9460                            ASTRODEEP    -99.000     23.137     23.412 
 3.5789125  -30.3997979         11216   0.4650               Treu_2015,Schmidt_2014     23.931     23.341     24.408 
 3.6198856  -30.4000418         11225   6.2270                                  ALT    -99.000     28.048     27.631 
 3.5553553  -30.4001087         11228   6.0219                                  ALT     28.058     27.818     27.328 
 3.5749720  -30.3967830         11231   3.1500                        Niriss_Watson     22.931     22.245     23.316 
 3.6206120  -30.3999470         11238   6.3510                            ASTRODEEP    -99.000     27.708     25.200 
 3.5839270  -30.3985720         11257   0.2990                            ASTRODEEP     22.129     21.522     22.581 
 3.6086590  -30.4001210         11269   2.2727                        Niriss_Watson    -99.000     28.518     28.666 
 3.5607918  -30.3996220         11272   0.8479                                  ALT     25.370     25.737     26.044 
 3.6136730  -30.3986480         11275   2.8610                            ASTRODEEP    -99.000     24.137     23.965 
 3.5400274  -30.3998110         11283   6.2280                                  ALT     28.798     27.683     26.764 
 3.6300374  -30.3992438         11288   1.0332                                  ALT    -99.000     25.112     25.406 
 3.6018510  -30.3986430         11299   0.3140                            ASTRODEEP    -99.000     22.013     23.026 
 3.5886580  -30.3960440       11306_a   0.3020                            ASTRODEEP     19.296     18.664     19.377 
 3.5883772  -30.3956305       11306_b   5.6624               Bergamini22_MUSE_18.1b     19.296     18.664     19.377 
 3.6112020  -30.3998280         11319   4.2990                            ASTRODEEP    -99.000     27.881     28.508 
 3.5668548  -30.3995815         11329   2.1034                                  ALT     25.826     25.570     26.179 
 3.5550328  -30.3997509         11337   5.7907                                  ALT     29.499     28.672     28.539 
 3.5401860  -30.3998300         11344   3.0000                            ASTRODEEP     27.473     27.114     28.004 
 3.6093891  -30.3983921         11362   2.7045                                  ALT    -99.000     22.645     22.135 
 3.6065410  -30.3993060         11370   2.7327                        Niriss_Watson    -99.000     27.001     26.872 
 3.5747711  -30.3989234         11378   1.7384                                  ALT     24.706     23.595     23.288 
 3.6026800  -30.3975590         11385   0.2990                            ASTRODEEP    -99.000     20.837     21.805 
 3.6404700  -30.3992510         11389   2.7260                            ASTRODEEP    -99.000     25.851     25.637 
 3.6196588  -30.3994915         11391   6.2259                                  ALT    -99.000     28.410     27.939 
 3.5607572  -30.3994410         11403   5.7766                                  ALT     30.423     30.049     29.047 
 3.6180350  -30.3990090         11405   1.0983                        Niriss_Watson    -99.000     24.764     24.926 
 3.5944460  -30.3992990         11410   0.6340                            ASTRODEEP    -99.000     24.920     25.571 
 3.5991500  -30.3995700         11420   4.9120                            ASTRODEEP    -99.000     28.412     28.241 
 3.5568930  -30.3990500         11427   3.4700                            ASTRODEEP     26.382     25.883     26.186 
 3.6092850  -30.3981720         11431   0.3059                        Niriss_Watson    -99.000     21.528     22.473 
 3.5789390  -30.3940970         11434   0.3190                            ASTRODEEP     20.310     19.378     20.309 
 3.5803640  -30.3921820         11440   0.2940                            ASTRODEEP     20.628     19.880     20.866 
 3.6219098  -30.3987354         11444   2.4961                                  ALT    -99.000     24.936     25.129 
 3.6329809  -30.3994667         11451   6.1286                                  ALT    -99.000     29.333     28.754 
 3.5685413  -30.3992656         11463   3.1900                         Richard_2021     26.851     26.378     27.260 
 3.5888312  -30.3942016       11468_a   3.9766                Bergamini22_MUSE_8.1b     21.568     21.013     21.485 
 3.5886421  -30.3937638       11468_b   3.9778                                  ALT     21.568     21.013     21.485 
 3.5892074  -30.3938296       11468_c   3.9782                                  ALT     21.568     21.013     21.485 
 3.5888910  -30.3941920       11468_d   3.5509                        Niriss_Watson     21.568     21.013     21.485 
 3.5762975  -30.3989878         11477   3.5536                         Richard_2021     27.812     27.357     28.262 
 3.5898720  -30.3975770         11478   0.4740                            ASTRODEEP     21.308     20.989     21.763 
 3.5830480  -30.4335190          1148   0.2930                            ASTRODEEP     18.638     17.561     18.389 
 3.6204903  -30.3933347         11483   0.4469                                  ALT    -99.000     20.823     21.021 
 3.6063323  -30.3992652         11487   6.5819                                  ALT    -99.000     29.731     29.889 
 3.5561330  -30.3991640         11489   4.4040                            ASTRODEEP     27.618     27.731     28.126 
 3.6068980  -30.3989800         11495   2.9220                        Niriss_Watson    -99.000     26.891     26.844 
 3.6041741  -30.3971737         11498   2.0730                                  ALT    -99.000     23.438     23.218 
 3.5654160  -30.3983230         11514   1.6910                            ASTRODEEP     25.382     24.876     24.902 
 3.6111800  -30.3987860         11525   2.6599                        Niriss_Watson    -99.000     25.806     25.855 
 3.5779860  -30.3983640         11528   4.0240                            ASTRODEEP     27.186     26.908     27.252 
 3.6187180  -30.3929070         11531   0.3020                            ASTRODEEP    -99.000     19.970     20.131 
 3.6021920  -30.3969700         11535   0.3030                            ASTRODEEP    -99.000     20.733     21.713 
 3.5796649  -30.3986608         11536   6.9188                                  ALT     29.563     28.272     27.764 
 3.5641210  -30.3984525         11540   2.9826                                  ALT    -99.000     24.540     25.483 
 3.5948561  -30.3989113         11545   0.2843                              UNCOVER    -99.000     26.685     27.823 
 3.5913260  -30.3986430       11564_a   4.1936               Bergamini22_MUSE_62.1a     30.021     27.992     29.456 
 3.5911092  -30.3989744       11564_b   5.6608                         Richard_2021     30.021     27.992     29.456 
 3.6012760  -30.3970280         11565   0.9450                            ASTRODEEP    -99.000     24.109     24.408 
 3.5554613  -30.3984318         11580   2.2871                                  ALT     25.896     25.211     25.250 
 3.6189344  -30.3988921         11585   6.3521                                  ALT    -99.000     29.668     29.267 
 3.6324497  -30.3975516         11589   1.8398                                  ALT    -99.000     23.501     22.590 
 3.5412372  -30.3976850         11597   0.8919                                  ALT     23.843     23.643     24.038 
 3.6165801  -30.3987226         11606   5.4581                                  ALT    -99.000     29.025     28.622 
 3.6144637  -30.3986200         11609   5.7753                                  ALT    -99.000     28.907     28.607 
 3.6118280  -30.3981650         11610   3.0410                        Niriss_Watson    -99.000     25.058     24.852 
 3.6216054  -30.3986672         11612   5.3031                                  ALT    -99.000     27.946     27.801 
 3.5451270  -30.3985940         11619   4.2510                            ASTRODEEP     28.048     28.033     28.443 
 3.6054270  -30.3969960         11620   0.2380                            ASTRODEEP    -99.000     23.414     24.467 
 3.6078070  -30.3980520         11624   3.2140                            ASTRODEEP    -99.000     25.252     25.903 
 3.5970948  -30.3965796       11625_a   1.8868                Bergamini22_MUSE_2.3b    -99.000     23.646     23.488 
 3.5967343  -30.3962912       11625_b   1.8868                Bergamini22_MUSE_2.7b    -99.000     23.646     23.488 
 3.5926170  -30.3970970         11626   0.5970                            ASTRODEEP     23.486     22.889     23.494 
 3.6181610  -30.3984400         11630   2.7076                        Niriss_Watson    -99.000     27.177     27.243 
 3.6069080  -30.3979960         11632   2.5880                        Niriss_Watson    -99.000     25.531     25.608 
 3.6004781  -30.3966468         11639   3.6893                         Richard_2021    -99.000     24.924     24.981 
 3.5803080  -30.3984318         11641   4.4850                                  ALT    -99.000     31.107     30.134 
 3.6151210  -30.3983170         11667   1.3287                        Niriss_Watson    -99.000     29.876     29.167 
 3.5687110  -30.3980960         11670   2.5840                            ASTRODEEP     26.902     25.947     26.905 
 3.6250920  -30.3984786         11676   6.2275                                  ALT    -99.000     28.353     28.288 
 3.5881420  -30.3950600         11690   0.3000                            ASTRODEEP     19.102     18.198     19.042 
 3.6004030  -30.3961350         11711   0.9420                            ASTRODEEP    -99.000     21.450     20.185 
 3.6164420  -30.3977800         11712   1.9983                        Niriss_Watson    -99.000     25.105     25.142 
 3.6172900  -30.3982380         11721   4.5780                            ASTRODEEP    -99.000     28.525     28.945 
 3.5844670  -30.3960270         11722   0.3220                            ASTRODEEP     20.901     20.231     21.226 
 3.6099514  -30.3963389         11729   0.2954                                  ALT    -99.000     22.389     22.658 
 3.5682952  -30.3975028       11734_a   0.9511                         Richard_2021     25.649     24.733     25.222 
 3.5682851  -30.3974734       11734_b   2.5825                                  ALT     25.649     24.733     25.222 
 3.5783310  -30.3981060         11740   4.0240                            ASTRODEEP     28.595     29.029     29.713 
 3.6173814  -30.3979261         11742   4.7874                                  ALT    -99.000     27.755     28.112 
 3.6067690  -30.3981970         11752   1.9776                        Niriss_Watson    -99.000     28.360     29.488 
 3.5928640  -30.3963370       11759_a   0.2660                            ASTRODEEP     22.193     21.350     22.330 
 3.5928634  -30.3963358       11759_b   0.2855                                  DJA     22.193     21.350     22.330 
 3.6080240  -30.3977100         11771   6.0680                            ASTRODEEP    -99.000     28.285     27.570 
 3.6062473  -30.3979846         11778   2.2891                                  ALT    -99.000     27.539     28.256 
 3.6071750  -30.3972110         11794   0.3216                        Niriss_Watson    -99.000     23.414     24.437 
 3.6055960  -30.3974390         11801   0.6830                            ASTRODEEP    -99.000     25.006     25.566 
 3.5451009  -30.3973725         11814   0.8920                                  ALT     24.488     24.256     24.582 
 3.5833040  -30.3965180         11825   0.3070                            ASTRODEEP     22.060     21.305     22.291 
 3.5629605  -30.3975136         11841   4.0417                                  ALT     27.354     26.940     26.956 
 3.5830720  -30.3970040         11850   0.2530                            ASTRODEEP     23.006     22.632     23.654 
 3.5714230  -30.3969350         11851   3.1300                            ASTRODEEP     24.543     24.361     24.326 
 3.5972880  -30.3960280         11861   0.3190                            ASTRODEEP    -99.000     21.846     22.798 
 3.5910138  -30.3974397         11872   1.0258                Bergamini22_MUSE_30.1     25.740     25.292     25.609 
 3.6016020  -30.3957780         11887   0.9440                            ASTRODEEP    -99.000     23.189     23.365 
 3.5534397  -30.3953867       11897_a   0.6872                                  ALT     22.186     21.786     22.326 
 3.5531469  -30.3952509       11897_b   6.8163                                  ALT     22.186     21.786     22.326 
 3.5668261  -30.3948867         11900   3.0547                                  ALT     29.225     24.549     21.451 
 3.5823427  -30.3976130       11905_a   4.9570                                  ALT     30.830     27.952     28.851 
 3.5827620  -30.3980500       11905_b   0.6180                        Niriss_Watson     30.830     27.952     28.851 
 3.6375377  -30.3975824         11910   4.9859                                  ALT    -99.000     27.988     27.799 
 3.5813820  -30.3939100         11930   0.3000                            ASTRODEEP     20.248     19.296     20.236 
 3.6052083  -30.3953775       11935_a   2.6609                                  DJA    -99.000     22.411     21.463 
 3.6052157  -30.3953958       11935_b   1.1750               Treu_2015,Schmidt_2014    -99.000     22.411     21.463 
 3.5843460  -30.3917390         11938   0.3200                            ASTRODEEP     20.954     20.064     21.033 
 3.5967300  -30.3968070         11940   1.3450                            ASTRODEEP    -99.000     25.927     26.015 
 3.6220684  -30.3972925         11942   6.1339                                  ALT    -99.000     27.704     27.196 
 3.6294377  -30.3948500         11952   1.6048                                  ALT    -99.000     21.911     21.225 
 3.5790710  -30.3958550         11965   0.6890                            ASTRODEEP     23.301     22.900     23.432 
 3.5721710  -30.3965210         11973   3.6840                            ASTRODEEP     26.651     25.246     24.788 
 3.5725250  -30.3970810         11974   2.6380                        Niriss_Watson     27.616     26.869     27.765 
 3.6131390  -30.3970460         11975   5.7720                            ASTRODEEP    -99.000     26.964     26.441 
 3.5778350  -30.3938630         11993   1.1610                            ASTRODEEP     22.941     22.571     22.717 
 3.5720610  -30.3959490         11995   0.2990                            ASTRODEEP     23.217     22.521     23.535 
 3.5962930  -30.4361640          1200   0.3120                            ASTRODEEP     18.730     17.682     18.569 
 3.5649190  -30.3971500         12003   5.7700                            ASTRODEEP     27.339     27.197     27.614 
 3.6078310  -30.3962950         12011   2.6654                        Niriss_Watson    -99.000     25.226     25.128 
 3.6087870  -30.3967440         12015   1.4704                        Niriss_Watson    -99.000     25.853     26.222 
 3.5767580  -30.3962240         12024   0.4970                            ASTRODEEP     23.991     23.723     24.501 
 3.5653540  -30.3968971         12030   4.6098                                  ALT     27.106     27.316     27.786 
 3.5604450  -30.3962180         12040   2.9330                            ASTRODEEP    -99.000     23.572     23.611 
 3.6039040  -30.3961080         12043   0.3030                            ASTRODEEP    -99.000     25.159     25.974 
 3.5534315  -30.3959360         12044   2.3548                                  ALT     24.163     23.049     22.758 
 3.5484580  -30.3962810         12047   6.2460                            ASTRODEEP     26.587     26.050     25.756 
 3.5835370  -30.3966750         12048   7.0380                            ASTRODEEP     27.744     26.694     25.188 
 3.5684890  -30.3964286         12058   0.6520                         Richard_2021    -99.000     24.755     25.453 
 3.5608446  -30.3967765         12061   4.7693                                  ALT    -99.000     27.912     27.870 
 3.5569230  -30.3969250         12071   5.7730                            ASTRODEEP     29.620     29.629     29.396 
 3.6054320  -30.3965820         12092   5.7710                            ASTRODEEP    -99.000     27.790     27.513 
 3.5688160  -30.3955260       12095_a   2.4370                            ASTRODEEP    -99.000     23.671     22.571 
 3.5687875  -30.3955540       12095_b   1.0100               Treu_2015,Schmidt_2014    -99.000     23.671     22.571 
 3.5972194  -30.3955336         12098   0.3196               Bergamini22_MUSE_10265    -99.000     23.356     24.375 
 3.5914470  -30.3966650         12118   5.6810                            ASTRODEEP     27.312     27.522     27.296 
 3.5853780  -30.3942560         12120   0.3200                            ASTRODEEP     18.681     17.665     18.535 
 3.5690485  -30.3962547         12145   0.9421                         Richard_2021     25.943     25.573     26.250 
 3.6207292  -30.3962326         12146   6.1420                                  ALT    -99.000     26.288     26.281 
 3.5798570  -30.3943690         12153   0.3200                            ASTRODEEP     23.252     22.490     23.497 
 3.5978251  -30.3959415         12157   6.8721                                  ALT    -99.000     26.939     26.437 
 3.5994460  -30.3955690         12179   0.4990                            ASTRODEEP    -99.000     25.046     25.666 
 3.5690483  -30.3949633         12186   0.3077               Bergamini22_MUSE_10440    -99.000     22.220     23.253 
 3.6200848  -30.3962890         12221   5.7708                                  ALT    -99.000     27.820     27.526 
 3.5699060  -30.3961450         12240   3.0550                            ASTRODEEP     27.496     26.806     27.093 
 3.5669378  -30.3961156         12243   5.7632                                  ALT     27.814     27.494     26.861 
 3.6175089  -30.3953485         12247   4.5774                                  ALT    -99.000     25.652     24.570 
 3.5870820  -30.3909503       12261_a   0.6071                         Richard_2021    -99.000     21.041     20.642 
 3.5867651  -30.3908249       12261_b   1.4300               Treu_2015,Schmidt_2014    -99.000     21.041     20.642 
 3.5867286  -30.3907751       12261_c   2.2062                                  ALT    -99.000     21.041     20.642 
 3.6113149  -30.3958279         12283   0.3055                                  ALT    -99.000     21.570     22.481 
 3.5441880  -30.3961540         12286   4.0510                            ASTRODEEP     27.614     27.967     28.765 
 3.6071170  -30.3956230         12291   3.0000                            ASTRODEEP    -99.000     24.749     25.528 
 3.5539036  -30.3955667         12293   0.6869                                  ALT     24.265     24.714     25.185 
 3.5849780  -30.3928590         12294   0.2950                            ASTRODEEP     20.080     19.366     20.269 
 3.5717390  -30.3956230         12298   3.6970                            ASTRODEEP     26.045     25.406     25.175 
 3.6126400  -30.3929520         12300   0.2950                        Niriss_Watson    -99.000     20.129     21.006 
 3.5907010  -30.3955430         12304   5.6600                            ASTRODEEP     24.136     24.491     24.653 
 3.5744450  -30.3955857         12305   2.4718                                  ALT     26.132     25.960     26.008 
 3.6175590  -30.3950040         12306   4.5700                            ASTRODEEP    -99.000     24.044     23.437 
 3.6061260  -30.3919480       12312_a   1.3400                            ASTRODEEP    -99.000     20.851     20.112 
 3.6062342  -30.3916624       12312_b   2.9822                         Richard_2021    -99.000     20.851     20.112 
 3.5851940  -30.3946290         12313   0.3010                            ASTRODEEP     19.732     18.638     19.423 
 3.5798610  -30.3952120         12330   0.4500                            ASTRODEEP     23.985     23.739     24.514 
 3.5772260  -30.3959270         12331   5.0550                            ASTRODEEP     26.788     27.153     27.071 
 3.5457850  -30.3957270         12351   5.2060                            ASTRODEEP     29.900     28.956     25.496 
 3.5796261  -30.3940914         12355   0.3193               Bergamini22_MUSE_10469     23.397     22.802     23.842 
 3.5714970  -30.3904110         12367   0.2960                            ASTRODEEP     19.729     18.866     19.710 
 3.5607919  -30.3957733         12373   5.7754                                  ALT     29.514     29.608     28.802 
 3.5679643  -30.3919274         12378   5.8155                                  ALT     22.286     21.492     22.486 
 3.5699660  -30.3946130         12383   0.3010                            ASTRODEEP    -99.000     22.329     23.403 
 3.6160410  -30.3957810         12393   1.7306                        Niriss_Watson    -99.000     28.115     29.110 
 3.6112941  -30.3954239         12400   0.3098                                  ALT    -99.000     22.880     23.354 
 3.5518615  -30.3956320         12427   5.0503                                  ALT     27.814     28.267     27.918 
 3.6062480  -30.3955812         12451   5.7751                         Richard_2021    -99.000     28.890     27.964 
 3.5655340  -30.3870720         12477   0.2990                            ASTRODEEP     19.614     18.816     19.754 
 3.5701550  -30.3864300         12491   0.2970                            ASTRODEEP     18.980     18.128     18.926 
 3.6000320  -30.3896910         12499   0.1900                            ASTRODEEP    -99.000     17.516     18.404 
 3.6316640  -30.4539700           125   0.3080                            ASTRODEEP    -99.000     21.003     21.977 
 3.5468263  -30.3954301         12510   5.7763                                  ALT     28.690     28.804     28.691 
 3.5561090  -30.3952140         12511   5.6680                            ASTRODEEP     29.080     28.366     27.892 
 3.6234003  -30.3953954         12520   6.6918                                  ALT    -99.000     29.374     29.421 
 3.6182031  -30.3919437         12528   0.7708                                  ALT    -99.000     21.993     22.337 
 3.5767400  -30.3936090         12534   1.3670                            ASTRODEEP     23.210     22.836     22.477 
 3.5903330  -30.3909170         12540   0.2970                            ASTRODEEP    -99.000     19.210     19.865 
 3.5727780  -30.3945770         12547   2.9320                            ASTRODEEP     26.079     24.944     25.396 
 3.6047105  -30.3950597         12555   3.9442                         Richard_2021    -99.000     27.343     28.188 
 3.5829620  -30.3952260         12558   6.8750                            ASTRODEEP     28.732     27.806     27.307 
 3.5575590  -30.3949780         12559   3.7490                            ASTRODEEP    -99.000     27.316     27.526 
 3.5705540  -30.3930880         12572   1.3250                            ASTRODEEP    -99.000     23.890     23.809 
 3.5618546  -30.3950894         12575   5.7740                                  ALT     29.018     28.543     27.395 
 3.5510267  -30.3941964         12577   1.0066                                  ALT     23.343     23.274     23.518 
 3.5590857  -30.3946771         12599   4.0424                                  ALT     26.996     26.629     26.428 
 3.5927379  -30.3947491         12601   0.3203                              UNCOVER    -99.000     25.725     26.794 
 3.5487070  -30.3946610         12605   5.7750                            ASTRODEEP     27.644     27.517     27.003 
 3.5544954  -30.3947022         12634   2.6502                                  ALT     26.661     25.712     26.427 
 3.5651990  -30.3942650         12636   5.7740                            ASTRODEEP     26.172     25.693     25.125 
 3.6192152  -30.3944555         12638   5.7694                                  ALT    -99.000     25.561     24.911 
 3.6001090  -30.3937370         12644   1.3440                            ASTRODEEP    -99.000     22.527     22.028 
 3.5799619  -30.3947734         12647   4.0235                 Bergamini22_MUSE_5.3     28.896     28.745     29.270 
 3.5726702  -30.3936334         12657   0.3198               Bergamini22_MUSE_10930     23.696     23.028     24.040 
 3.5545956  -30.3947175         12659   5.0277                                  ALT     27.860     27.736     27.470 
 3.6119138  -30.3945964         12671   5.7687                                  ALT    -99.000     28.800     28.924 
 3.5370484  -30.3941222         12674   2.6586                                  ALT    -99.000     24.485     24.434 
 3.6326650  -30.3936320         12712   3.9710                            ASTRODEEP    -99.000     24.826     23.441 
